"WWTP","Date","copiesperL","flow_rate_value"
"Metro Central",2022-01-07,311343.116634832,1.99
"Metro Central",2022-02-17,15784.8626946394,1.99
"Metro Central",2022-02-18,15225.2431986953,1.99
"Metro Central",2022-02-19,14697.8834258819,1.99
"Metro Central",2022-02-20,14198.2002953307,1.99
"Metro Central",2022-02-21,13722.0990073956,1.99
"Metro Central",2022-02-22,13265.9198335953,1.99
"Metro Central",2022-02-23,12826.3937669658,1.99
"Metro Central",2022-02-24,12400.6074127884,1.99
"Metro Central",2022-02-25,11985.9747513747,1.99
"Metro Central",2022-02-26,11580.2135566952,1.99
"Metro Central",2022-02-27,11181.3285404158,1.99
"Metro Central",2022-02-28,10787.5963710819,1.99
"Metro Central",2022-03-01,10397.5550522199,1.99
"Metro Central",2022-03-02,10009.9942616299,1.99
"Metro Central",2022-03-03,9623.94890303064,1.99
"Metro Central",2022-03-04,9238.69178079733,1.99
"Metro Central",2022-03-05,8853.81979773215,1.99
"Metro Central",2022-03-06,8471.16787847356,1.99
"Metro Central",2022-03-07,8094.34532453857,1.99
"Metro Central",2021-07-06,2999.9643824043,1.99
"Metro Central",2021-07-07,3000.67968815883,1.99
"Metro Central",2021-07-08,3000.94598517955,1.99
"Metro Central",2021-07-09,3000.69557963763,1.99
"Metro Central",2021-07-10,2999.86104539205,1.99
"Metro Central",2021-07-11,2998.37527873773,1.99
"Metro Central",2021-07-12,2996.17191312978,1.99
"Metro Central",2021-07-13,2993.18498879362,1.99
"Metro Central",2021-07-14,2989.34967164966,1.99
"Metro Central",2021-07-15,2984.60195079595,1.99
"Metro Central",2021-07-16,2978.879107561,1.99
"Metro Central",2021-07-17,2972.11985174124,1.99
"Metro Central",2021-07-18,2964.2646063042,1.99
"Metro Central",2021-07-19,2955.25552889629,1.99
"Metro Central",2021-07-20,2945.03695316747,1.99
"Metro Central",2021-07-21,2933.55556388103,1.99
"Metro Central",2021-07-22,2920.76071438156,1.99
"Metro Central",2021-07-23,2906.60454633645,1.99
"Metro Central",2021-07-24,2891.04224980707,1.99
"Metro Central",2021-07-25,2874.03245777525,1.99
"Metro Central",2021-07-26,2855.5375700651,1.99
"Metro Central",2021-07-27,2835.54026380025,1.99
"Metro Central",2021-07-28,2814.17161680434,1.99
"Metro Central",2021-07-29,2791.63541060732,1.99
"Metro Central",2021-07-30,2768.13201687827,1.99
"Metro Central",2021-07-31,2743.85728280782,1.99
"Metro Central",2021-08-01,2719.00175880499,1.99
"Metro Central",2021-08-02,2693.75044044062,1.99
"Metro Central",2021-08-03,2668.28219664076,1.99
"Metro Central",2021-08-04,2642.76969781805,1.99
"Metro Central",2021-08-05,2617.37933084049,1.99
"Metro Central",2021-08-06,2592.27128130655,1.99
"Metro Central",2021-08-07,2567.59959503017,1.99
"Metro Central",2021-08-08,2543.5122787172,1.99
"Metro Central",2021-08-09,2520.15195927686,1.99
"Metro Central",2021-08-10,2497.65574327445,1.99
"Metro Central",2021-08-11,2476.15615035389,1.99
"Metro Central",2021-08-12,2455.78152894504,1.99
"Metro Central",2021-08-13,2436.65637833589,1.99
"Metro Central",2021-08-14,2418.90252862747,1.99
"Metro Central",2021-08-15,2402.63936615481,1.99
"Metro Central",2021-08-16,2387.98491227419,1.99
"Metro Central",2021-08-17,2375.05673536941,1.99
"Metro Central",2021-08-18,2363.97265462172,1.99
"Metro Central",2021-08-19,2354.8518435575,1.99
"Metro Central",2021-08-20,2347.81594902299,1.99
"Metro Central",2021-08-21,2342.99007285261,1.99
"Metro Central",2021-08-22,2340.5043278041,1.99
"Metro Central",2021-08-23,2340.49468113741,1.99
"Metro Central",2021-08-24,2343.10487986114,1.99
"Metro Central",2021-08-25,2348.4877463339,1.99
"Metro Central",2021-08-26,2356.80677808232,1.99
"Metro Central",2021-08-27,2368.23845329527,1.99
"Metro Central",2021-08-28,2382.90675564111,1.99
"Metro Central",2021-08-29,2400.68040976233,1.99
"Metro Central",2021-08-30,2421.36705158222,1.99
"Metro Central",2021-08-31,2444.77664737776,1.99
"Metro Central",2021-09-01,2470.718678661,1.99
"Metro Central",2021-09-02,2499.00001373814,1.99
"Metro Central",2021-09-03,2529.42238986408,1.99
"Metro Central",2021-09-04,2561.78039965824,1.99
"Metro Central",2021-09-05,2595.85935528363,1.99
"Metro Central",2021-09-06,2631.43373782057,1.99
"Metro Central",2021-09-07,2668.26542371868,1.99
"Metro Central",2021-09-08,2706.10228824064,1.99
"Metro Central",2021-09-09,2744.67728761513,1.99
"Metro Central",2021-09-10,2783.70717292844,1.99
"Metro Central",2021-09-11,2822.89203616634,1.99
"Metro Central",2021-09-12,2861.91524787819,1.99
"Metro Central",2021-09-13,2900.44288950819,1.99
"Metro Central",2021-09-14,2938.12459395882,1.99
"Metro Central",2021-09-15,2974.59428025357,1.99
"Metro Central",2021-09-16,3009.47124808558,1.99
"Metro Central",2021-09-17,3042.36193375032,1.99
"Metro Central",2021-09-18,3072.86208256656,1.99
"Metro Central",2021-09-19,3100.55949002678,1.99
"Metro Central",2021-09-20,3125.03689075289,1.99
"Metro Central",2021-09-21,3145.876205268,1.99
"Metro Central",2021-09-22,3162.6619856997,1.99
"Metro Central",2021-09-23,3174.98654018206,1.99
"Metro Central",2021-09-24,3182.45497860704,1.99
"Metro Central",2021-09-25,3184.6901783418,1.99
"Metro Central",2021-09-26,3181.33906590107,1.99
"Metro Central",2021-09-27,3172.07800458101,1.99
"Metro Central",2021-09-28,3156.62134234023,1.99
"Metro Central",2021-09-29,3134.9919393359,1.99
"Metro Central",2021-09-30,3107.76455066773,1.99
"Metro Central",2021-10-01,3075.58814703598,1.99
"Metro Central",2021-10-02,3039.11643060574,1.99
"Metro Central",2021-10-03,2998.99843076693,1.99
"Metro Central",2021-10-04,2955.8714889496,1.99
"Metro Central",2021-10-05,2910.35494516628,1.99
"Metro Central",2021-10-06,2863.04469939636,1.99
"Metro Central",2021-10-07,2814.50962710099,1.99
"Metro Central",2021-10-08,2765.2885061546,1.99
"Metro Central",2021-10-09,2715.88851482819,1.99
"Metro Central",2021-10-10,2666.78417012164,1.99
"Metro Central",2021-10-11,2618.4177027549,1.99
"Metro Central",2021-10-12,2571.19952100773,1.99
"Metro Central",2021-10-13,2525.50997692166,1.99
"Metro Central",2021-10-14,2481.70147323045,1.99
"Metro Central",2021-10-15,2440.10097529848,1.99
"Metro Central",2021-10-16,2401.013094066,1.99
"Metro Central",2021-10-17,2364.7237788803,1.99
"Metro Central",2021-10-18,2331.50380476877,1.99
"Metro Central",2021-10-19,2301.61314116766,1.99
"Metro Central",2021-10-20,2275.3054051281,1.99
"Metro Central",2021-10-21,2252.83247796158,1.99
"Metro Central",2021-10-22,2234.44988454888,1.99
"Metro Central",2021-10-23,2220.42193267374,1.99
"Metro Central",2021-10-24,2211.02808189097,1.99
"Metro Central",2021-10-25,2206.5691321741,1.99
"Metro Central",2021-10-26,2207.37443555529,1.99
"Metro Central",2021-10-27,2213.80996762104,1.99
"Metro Central",2021-10-28,2226.28734951564,1.99
"Metro Central",2021-10-29,2245.27379942062,1.99
"Metro Central",2021-10-30,2271.29711107892,1.99
"Metro Central",2021-10-31,2304.80346675459,1.99
"Metro Central",2021-11-01,2346.15844600734,1.99
"Metro Central",2021-11-02,2395.80302270903,1.99
"Metro Central",2021-11-03,2454.26841620474,1.99
"Metro Central",2021-11-04,2522.1855807497,1.99
"Metro Central",2021-11-05,2600.29654246453,1.99
"Metro Central",2021-11-06,2689.46829239413,1.99
"Metro Central",2021-11-07,2790.7089070677,1.99
"Metro Central",2021-11-08,2905.18677511209,1.99
"Metro Central",2021-11-09,3034.25326904944,1.99
"Metro Central",2021-11-10,3179.46968501925,1.99
"Metro Central",2021-11-11,3342.63909652984,1.99
"Metro Central",2021-11-12,3525.84388119088,1.99
"Metro Central",2021-11-13,3731.49014107702,1.99
"Metro Central",2020-11-14,26518.5032755297,1.99
"Metro Central",2020-11-15,28338.3786229616,1.99
"Metro Central",2020-11-16,30277.4223158143,1.99
"Metro Central",2020-11-17,32340.1700012148,1.99
"Metro Central",2020-11-18,34530.8125970918,1.99
"Metro Central",2020-11-19,36853.0977008674,1.99
"Metro Central",2020-11-20,39310.2230914626,1.99
"Metro Central",2020-11-21,41904.7166607423,1.99
"Metro Central",2020-11-22,44638.3156119648,1.99
"Metro Central",2020-11-23,47511.8333008509,1.99
"Metro Central",2020-11-24,50525.0170233658,1.99
"Metro Central",2020-11-25,53676.4071550196,1.99
"Metro Central",2020-11-26,56963.1895075285,1.99
"Metro Central",2021-03-29,1181.18493293011,1.99
"Metro Central",2021-03-30,1178.80030219814,1.99
"Metro Central",2021-03-31,1177.5052401648,1.99
"Metro Central",2021-04-01,1177.28751531043,1.99
"Metro Central",2021-04-02,1178.13787640528,1.99
"Metro Central",2021-04-03,1180.04988938189,1.99
"Metro Central",2021-04-04,1183.02008632759,1.99
"Metro Central",2021-04-05,1187.04763887868,1.99
"Metro Central",2021-04-06,1192.13456041344,1.99
"Metro Central",2021-04-07,1198.28548454448,1.99
"Metro Central",2021-04-08,1205.50781047797,1.99
"Metro Central",2021-04-09,1213.81150198138,1.99
"Metro Central",2021-04-10,1223.20933993187,1.99
"Metro Central",2021-04-11,1233.71665734731,1.99
"Metro Central",2021-04-12,1245.35158695249,1.99
"Metro Central",2021-04-13,1258.13501267875,1.99
"Metro Central",2021-04-14,1272.09055625133,1.99
"Metro Central",2021-04-15,1287.24477748145,1.99
"Metro Central",2021-04-16,1303.62706532046,1.99
"Metro Central",2021-04-17,1321.26983040248,1.99
"Metro Central",2021-04-18,1340.20862492167,1.99
"Metro Central",2021-04-19,1360.47322347322,1.99
"Metro Central",2021-04-20,1382.06032091202,1.99
"Metro Central",2021-04-21,1404.95773128314,1.99
"Metro Central",2021-04-22,1429.15274734564,1.99
"Metro Central",2020-12-22,136524.94445453,1.99
"Metro Central",2020-12-23,136042.817735385,1.99
"Metro Central",2020-12-24,135076.223036944,1.99
"Metro Central",2020-12-25,133623.489376759,1.99
"Metro Central",2020-12-26,131688.602385747,1.99
"Metro Central",2020-12-27,129281.373817039,1.99
"Metro Central",2020-12-28,126417.44496517,1.99
"Metro Central",2020-12-29,123118.194633953,1.99
"Metro Central",2020-12-30,119410.508708857,1.99
"Metro Central",2020-12-31,115326.424723131,1.99
"Metro Central",2021-01-01,110902.743168611,1.99
"Metro Central",2021-01-02,106189.600887783,1.99
"Metro Central",2021-01-03,101255.937380554,1.99
"Metro Central",2021-01-04,96169.8256093497,1.99
"Metro Central",2021-01-05,90995.0941144676,1.99
"Metro Central",2021-01-06,85790.4544762308,1.99
"Metro Central",2021-01-07,80608.8654326223,1.99
"Metro Central",2021-01-08,75497.1414978783,1.99
"Metro Central",2021-01-09,70495.7732421067,1.99
"Metro Central",2021-01-10,65638.9353866888,1.99
"Metro Central",2021-01-11,60954.653734837,1.99
"Metro Central",2021-01-12,56465.1008969532,1.99
"Metro Central",2021-01-13,52186.9911812633,1.99
"Metro Central",2021-01-14,48132.0477097922,1.99
"Metro Central",2021-01-15,44307.5104429892,1.99
"Metro Central",2021-01-16,40716.6752848886,1.99
"Metro Central",2021-01-17,37359.4280231592,1.99
"Metro Central",2021-01-18,34232.7736505862,1.99
"Metro Central",2021-01-19,31331.3384874543,1.99
"Metro Central",2021-01-20,28647.8338036981,1.99
"Metro Central",2021-01-21,26173.4895625405,1.99
"Metro Central",2021-01-22,23898.4359139311,1.99
"Metro Central",2021-01-23,21812.0426652767,1.99
"Metro Central",2021-01-24,19903.2151885922,1.99
"Metro Central",2021-01-25,18160.641215444,1.99
"Metro Central",2021-01-26,16573.0014560768,1.99
"Metro Central",2021-01-27,15129.1391918273,1.99
"Metro Central",2021-01-28,13818.1960001388,1.99
"Metro Central",2021-01-29,12629.7152344932,1.99
"Metro Central",2021-01-30,11553.720535853,1.99
"Metro Central",2021-01-31,10580.7698665273,1.99
"Metro Central",2021-02-01,9701.9892372822,1.99
"Metro Central",2021-02-02,8909.09189334353,1.99
"Metro Central",2021-02-03,8194.38242994862,1.99
"Metro Central",2021-02-04,7550.75116820776,1.99
"Metro Central",2021-02-05,6971.66095694076,1.99
"Metro Central",2021-02-06,6451.09620427692,1.99
"Metro Central",2022-02-09,22200.9990639686,1.99
"Metro Central",2022-02-10,21130.4219022381,1.99
"Metro Central",2022-02-11,20157.8611089236,1.99
"Metro Central",2022-02-12,19270.9071320094,1.99
"Metro Central",2022-02-13,18458.743226152,1.99
"Metro Central",2022-02-14,17711.9006918871,1.99
"Metro Central",2022-02-15,17022.0588835056,1.99
"Metro Central",2022-02-16,16381.8784227152,1.99
"Metro Central",2021-02-16,3344.5007564328,1.99
"Metro Central",2021-02-17,3166.96583685561,1.99
"Metro Central",2021-02-18,3004.52262346693,1.99
"Metro Central",2021-02-19,2855.69945406473,1.99
"Metro Central",2021-02-20,2719.18858549353,1.99
"Metro Central",2021-02-21,2593.82617495057,1.99
"Metro Central",2021-02-22,2478.57479235878,1.99
"Metro Central",2021-02-23,2372.50807095721,1.99
"Metro Central",2021-02-24,2274.79768973163,1.99
"Metro Central",2021-02-25,2184.70186043695,1.99
"Metro Central",2021-02-26,2101.55508739596,1.99
"Metro Central",2021-02-27,2024.75974801981,1.99
"Metro Central",2021-02-28,1953.77801564358,1.99
"Metro Central",2021-03-01,1888.12546039281,1.99
"Metro Central",2021-03-02,1827.36498322996,1.99
"Metro Central",2021-03-03,1771.10144960236,1.99
"Metro Central",2021-03-04,1718.97752512146,1.99
"Metro Central",2021-03-05,1670.66917062891,1.99
"Metro Central",2021-03-06,1625.88235739651,1.99
"Metro Central",2021-03-07,1584.3498552707,1.99
"Metro Central",2021-03-08,1545.82835233656,1.99
"Metro Central",2021-03-09,1510.09593505929,1.99
"Metro Central",2021-03-10,1476.95008625429,1.99
"Metro Central",2021-03-11,1446.2054655906,1.99
"Metro Central",2021-03-12,1417.69229333478,1.99
"Metro Central",2021-03-13,1391.25474489783,1.99
"Metro Central",2021-03-14,1366.75219019805,1.99
"Metro Central",2021-03-15,1344.07764699186,1.99
"Metro Central",2021-03-16,1323.14414243436,1.99
"Metro Central",2021-03-17,1303.87211812057,1.99
"Metro Central",2021-03-18,1286.18863724013,1.99
"Metro Central",2021-03-19,1270.02707200867,1.99
"Metro Central",2021-03-20,1255.32662029072,1.99
"Metro Central",2021-03-21,1242.03186634526,1.99
"Metro Central",2021-03-22,1230.09252250395,1.99
"Metro Central",2021-03-23,1219.46314233462,1.99
"Metro Central",2021-03-24,1210.10269601254,1.99
"Metro Central",2021-03-25,1201.97445667812,1.99
"Metro Central",2021-03-26,1195.04568614088,1.99
"Metro Central",2021-03-27,1189.28745688754,1.99
"Metro Central",2021-03-28,1184.67446754554,1.99
"Metro Central",2020-07-28,5428.98595992179,1.99
"Metro Central",2020-07-29,5182.41071395508,1.99
"Metro Central",2020-07-30,4953.42211214137,1.99
"Metro Central",2020-07-31,4740.93104274652,1.99
"Metro Central",2020-08-01,4543.92420506904,1.99
"Metro Central",2020-08-02,4361.46135277432,1.99
"Metro Central",2020-08-03,4192.6717141629,1.99
"Metro Central",2020-08-04,4036.75060014062,1.99
"Metro Central",2020-08-05,3892.95692656197,1.99
"Metro Central",2020-08-06,3760.60949735099,1.99
"Metro Central",2020-08-07,3639.08524104984,1.99
"Metro Central",2020-08-08,3527.81594252063,1.99
"Metro Central",2020-08-09,3426.28652707467,1.99
"Metro Central",2020-08-10,3334.0328033764,1.99
"Metro Central",2020-08-11,3250.63897718451,1.99
"Metro Central",2020-08-12,3175.62234027787,1.99
"Metro Central",2020-08-13,3108.33886408686,1.99
"Metro Central",2020-08-14,3048.18932990609,1.99
"Metro Central",2020-08-15,2994.63729195162,1.99
"Metro Central",2020-08-16,2947.20196797356,1.99
"Metro Central",2020-08-17,2905.4513545017,1.99
"Metro Central",2020-08-18,2868.99650053054,1.99
"Metro Central",2020-08-19,2837.48633381627,1.99
"Metro Central",2020-08-20,2810.60334318836,1.99
"Metro Central",2020-08-21,2788.05931194705,1.99
"Metro Central",2021-04-23,1454.63163579588,1.99
"Metro Central",2021-04-24,1481.3793230386,1.99
"Metro Central",2021-04-25,1509.37884415473,1.99
"Metro Central",2021-04-26,1538.61098404767,1.99
"Metro Central",2021-04-27,1569.05388491754,1.99
"Metro Central",2021-04-28,1600.68254282063,1.99
"Metro Central",2021-04-29,1633.46847971953,1.99
"Metro Central",2021-04-30,1667.37911936787,1.99
"Metro Central",2021-05-01,1702.37753076603,1.99
"Metro Central",2021-05-02,1738.42195637959,1.99
"Metro Central",2021-05-03,1775.46517620902,1.99
"Metro Central",2021-05-04,1813.45443741364,1.99
"Metro Central",2021-05-05,1852.33071644178,1.99
"Metro Central",2021-05-06,1892.02838906085,1.99
"Metro Central",2021-05-07,1932.47506344607,1.99
"Metro Central",2021-05-08,1973.59082960526,1.99
"Metro Central",2021-05-09,2015.28836943601,1.99
"Metro Central",2021-05-10,2057.47225996698,1.99
"Metro Central",2021-05-11,2100.0390405506,1.99
"Metro Central",2021-05-12,2142.87672876443,1.99
"Metro Central",2021-05-13,2185.86491088057,1.99
"Metro Central",2021-05-14,2228.87456632703,1.99
"Metro Central",2021-05-15,2271.76800371959,1.99
"Metro Central",2021-05-16,2314.39908272321,1.99
"Metro Central",2021-05-17,2356.61310539873,1.99
"Metro Central",2021-05-18,2398.24732380076,1.99
"Metro Central",2021-05-19,2439.13123946111,1.99
"Metro Central",2021-05-20,2479.08677473424,1.99
"Metro Central",2021-05-21,2517.92928239861,1.99
"Metro Central",2021-05-22,2555.46794996791,1.99
"Metro Central",2021-05-23,2591.5065957277,1.99
"Metro Central",2021-05-24,2625.84519231096,1.99
"Metro Central",2020-09-23,3347.82307564198,1.99
"Metro Central",2020-09-24,3384.19803150473,1.99
"Metro Central",2020-09-25,3422.38566789985,1.99
"Metro Central",2020-09-26,3462.63949670423,1.99
"Metro Central",2020-09-27,3505.2261945392,1.99
"Metro Central",2020-09-28,3550.42627180531,1.99
"Metro Central",2020-09-29,3598.53647028529,1.99
"Metro Central",2020-09-30,3649.87119637603,1.99
"Metro Central",2020-10-01,3704.76485852883,1.99
"Metro Central",2020-10-02,3763.57442369092,1.99
"Metro Central",2020-10-03,3826.68213191152,1.99
"Metro Central",2020-10-04,3894.49847857409,1.99
"Metro Central",2020-10-05,3967.46613561796,1.99
"Metro Central",2020-10-06,4046.06381761704,1.99
"Metro Central",2020-10-07,4130.8107496001,1.99
"Metro Central",2021-06-09,2940.25175935921,1.99
"Metro Central",2021-06-10,2947.61588635766,1.99
"Metro Central",2021-06-11,2953.94420872278,1.99
"Metro Central",2021-06-12,2959.31890477787,1.99
"Metro Central",2021-06-13,2963.82391837092,1.99
"Metro Central",2021-06-14,2967.544488714,1.99
"Metro Central",2021-06-15,2970.56697500142,1.99
"Metro Central",2021-06-16,2972.97863711994,1.99
"Metro Central",2021-06-17,2974.8674411423,1.99
"Metro Central",2021-06-18,2976.32189025316,1.99
"Metro Central",2021-06-19,2977.43088160575,1.99
"Metro Central",2021-06-20,2978.2836580548,1.99
"Metro Central",2021-06-21,2978.96944357571,1.99
"Metro Central",2021-06-22,2979.5778597317,1.99
"Metro Central",2021-06-23,2980.1983402838,1.99
"Metro Central",2021-06-24,2980.92067017622,1.99
"Metro Central",2021-06-25,2981.83459106953,1.99
"Metro Central",2021-06-26,2983.02661703101,1.99
"Metro Central",2021-06-27,2984.50842025903,1.99
"Metro Central",2021-06-28,2986.2164156646,1.99
"Metro Central",2021-06-29,2988.08376923686,1.99
"Metro Central",2021-06-30,2990.04337541491,1.99
"Metro Central",2021-07-01,2992.02810394302,1.99
"Metro Central",2021-07-02,2993.97051136564,1.99
"Metro Central",2021-07-03,2995.80311845459,1.99
"Metro Central",2021-07-04,2997.45822071906,1.99
"Metro Central",2021-07-05,2998.86792061915,1.99
"Metro Central",2020-07-06,18676.6275654527,1.99
"Metro Central",2020-07-07,17577.0921071089,1.99
"Metro Central",2020-07-08,16543.2166960984,1.99
"Metro Central",2020-07-09,15571.9008039398,1.99
"Metro Central",2020-07-10,14660.0816290374,1.99
"Metro Central",2020-07-11,13804.7523017955,1.99
"Metro Central",2020-07-12,13002.9732321867,1.99
"Metro Central",2020-07-13,12251.8851913628,1.99
"Metro Central",2020-07-14,11548.7167174376,1.99
